ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat777,2788, 3/26/1996,1996,Sacramento,American River Fire Protection District,M,Special,Special District,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat778,1180, 11/5/1996,1996,Sacramento,Arden Manor Recreation and Park District,S,General,Special District,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat779,1184, 11/5/1996,1996,Sacramento,City of Galt,H,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat783,1191, 11/5/1996,1996,Sacramento,City of Isleton,L,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat784,2791, 11/5/1996,1996,Sacramento,City of Isleton,M,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat781,1189, 11/5/1996,1996,Sacramento,City of Isleton,J,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat782,1190, 11/5/1996,1996,Sacramento,City of Isleton,K,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat780,1188, 11/5/1996,1996,Sacramento,City of Isleton,I,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat785,1199, 11/5/1996,1996,Sacramento,City of Sacramento,O,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat786,1200, 11/5/1996,1996,Sacramento,City of Sacramento,P,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat787,1213, 11/5/1996,1996,Sacramento,Sacramento County,D,General,County,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat788,2800, 11/5/1996,1996,San Benito,City of Hollister,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat789,1228, 11/5/1996,1996,San Benito,Coalinga-Huron Library District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat790,1231, 3/26/1996,1996,San Benito,San Benito County,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat791,1232, 11/5/1996,1996,San Benito,San Benito County,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat792,1253, 11/5/1996,1996,San Bernardino,City of Loma Linda,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat793,1254, 11/5/1996,1996,San Bernardino,City of Loma Linda,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat794,1269, 11/5/1996,1996,San Bernardino,City of Redlands,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat795,1273, 11/5/1996,1996,San Bernardino,City of Redlands Landscape and Street Lighting District No. 1,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat796,2824, 3/26/1996,1996,San Bernardino,San Bernardino County,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat797,1302, 11/5/1996,1996,San Diego,City of Coronado,J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat798,1309, 11/5/1996,1996,San Diego,City of El Cajon,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat799,1314, 11/5/1996,1996,San Diego,City of Escondido,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat800,2838, 3/26/1996,1996,San Diego,City of Lemon Grove,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat801,1349, 11/5/1996,1996,San Diego,San Diego County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat802,2853, 3/26/1996,1996,San Diego,San Diego County Community Services District (Lake San Marcos),P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat803,2858, 3/26/1996,1996,San Diego,San Diego County Rural Fire Protection District,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat804,2861, 3/26/1996,1996,San Diego,San Diego County Service Area (Boulevard),L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat806,2862, 3/26/1996,1996,San Diego,San Diego County Service Area (Campo),N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat805,1356, 3/26/1996,1996,San Diego,San Diego County Service Area (Campo),M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat807,1390, 3/26/1996,1996,San Francisco,City & County of San Francisco,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat808,1460, 11/5/1996,1996,San Luis Obispo,City of Atascadero,K,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat810,1468, 11/5/1996,1996,San Luis Obispo,City of Morro Bay,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat809,1467, 11/5/1996,1996,San Luis Obispo,City of Morro Bay,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat811,1474, 11/5/1996,1996,San Luis Obispo,City of San Luis Obispo,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat812,1475, 11/5/1996,1996,San Luis Obispo,City of San Luis Obispo,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat813,1600, 3/26/1996,1996,San Mateo,San Mateo County Service Area No. 1,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat814,1604, 5/14/1996,1996,San Mateo,Town of Colma,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat815,2916, 11/5/1996,1996,Santa Barbara,City of Guadalupe,L96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat816,1620, 11/5/1996,1996,Santa Barbara,City of Solvang,N96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat817,1639, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Bradley Flood Zone),B96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat818,1640, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Guadalupe Flood Zone),C96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat819,1641, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Lompoc Valley Flood Zone),D96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat820,1642, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Los Alamos Flood Zone),E96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat821,1643, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Orcutt Flood Zone),F96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat822,1644, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Santa Maria Flood Zone),G96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat823,1645, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Santa Maria River Flood Zone),H96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat824,1646, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (Santa Ynez Flood Zone),I96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat825,1647, 3/26/1996,1996,Santa Barbara,Santa Barbara County Flood Control District (South Coast Flood Zone),J96,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat826,1676, 3/26/1996,1996,Santa Clara,City of Los Gatos,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat827,2935, 11/5/1996,1996,Santa Clara,City of Saratoga,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat828,1715,  6/4/1996,1996,Santa Clara,Loma Prieta Joint Union Elementary School District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat829,2944,  6/4/1996,1996,Santa Clara,Loma Prieta Joint Union School District,D,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat830,2962, 11/5/1996,1996,Santa Clara,Santa Clara County,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat831,1741, 11/5/1996,1996,Santa Cruz,Branciforte Fire Protection District,F,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat832,1746, 11/5/1996,1996,Santa Cruz,City of Capitola,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat833,1766, 11/5/1996,1996,Santa Cruz,City of Scotts Valley,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat834,1785, 3/26/1996,1996,Santa Cruz,Pajaro Valley Fire Protection District (Advisory),B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat835,1789, 11/5/1996,1996,Santa Cruz,San Lorenzo Valley Unified School District,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat836,1799, 11/5/1996,1996,Santa Cruz,Santa Cruz County,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat837,1811, 11/5/1996,1996,Shasta,City of Shasta Lake,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat838,1813, 3/26/1996,1996,Sierra,Sierra County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat840,1847, 3/26/1996,1996,Solano,City of Benicia,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat839,1846, 3/26/1996,1996,Solano,City of Benicia,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat841,2997, 3/26/1996,1996,Solano,City of Dixon,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat842,3006, 11/5/1996,1996,Sonoma,City of Rohnert Park,M,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat843,1907, 3/26/1996,1996,Sonoma,Coast Life Support District,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat844,1966, 11/5/1996,1996,Sonoma,Shoreline Unified School District,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat845,1982, 11/5/1996,1996,Sonoma,Sonoma County Water Agency (Flood Control Zone 1A),U,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat846,1983, 11/5/1996,1996,Sonoma,Sonoma County Water Agency (Flood Control Zone 2A),V,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat848,2006, 3/26/1996,1996,Stanislaus,City of Turlock,I,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat847,2005, 3/26/1996,1996,Stanislaus,City of Turlock,H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat849,3031, 11/5/1996,1996,Sutter,City of Yuba City,CC,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat851,3053, 3/26/1996,1996,Trinity,Trinity County,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat852,3054, 3/26/1996,1996,Trinity,Trinity County,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat850,3052, 3/26/1996,1996,Trinity,Trinity County,A,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat853,2051, 3/26/1996,1996,Ventura,City of Camarillo,P,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat855,2058, 3/26/1996,1996,Ventura,City of Ojai,R,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat854,3085, 11/5/1996,1996,Ventura,City of Ojai,O,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat856,3087, 11/5/1996,1996,Ventura,City of Oxnard,Z,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat857,2065, 11/5/1996,1996,Ventura,City of Port Hueneme,B,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat858,3088,  1/5/1996,1996,Ventura,City of Port Hueneme,C,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat859,2072, 11/5/1996,1996,Ventura,City of Thousand Oaks,D,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat860,3095, 11/5/1996,1996,Ventura,Ventura County,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat861,2079, 3/26/1996,1996,Ventura,Ventura County,V,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat862,2081, 3/26/1996,1996,Ventura,Ventura County (Ojai Valley),U,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat863,2082, 3/26/1996,1996,Ventura,Ventura County Fillmore-Piru Memorial District,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat864,2112, 11/5/1996,1996,Yuba,City of Wheatland,L,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat866,3109, 3/26/1996,1996,Yuba,Yuba County,I,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat867,3110, 3/26/1996,1996,Yuba,Yuba County,J,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat865,3108, 3/26/1996,1996,Yuba,Yuba County,H,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat868,3,  6/3/1997,1997,Alameda,Alameda County,C,Primary,County,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat869,17,  6/3/1997,1997,Alameda,Alameda Unified School District,A,Primary,School District,1,1,,,,1,5,5,5,,,,,,,,1997-Alameda-AlamedaUSD-A-All,1,1,1,1,"Deleted ""Whereas text""",1,1997-Alameda-AlamedaUSD-A
Heat870,34,  6/3/1997,1997,Alameda,City of Albany,D,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat871,71,  6/3/1997,1997,Alameda,City of Dublin,E,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat872,72, 11/4/1997,1997,Alameda,City of Emeryville,B,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat873,77,  6/3/1997,1997,Alameda,City of Fremont,F,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat874,83, 11/4/1997,1997,Alameda,City of Hayward,A,General,City,1,1,,,,1,1,,,,,,,,,,,,,,,,1,
Heat875,86,  6/3/1997,1997,Alameda,City of Livermore,G,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat876,89,  6/3/1997,1997,Alameda,City of Newark,I,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat877,97,  6/3/1997,1997,Alameda,City of Oakland,M,Primary,City,1,1,1,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat878,98,  6/3/1997,1997,Alameda,City of Oakland,N,Primary,City,1,1,1,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat879,121,  6/3/1997,1997,Alameda,City of Piedmont,L,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat880,129,  6/3/1997,1997,Alameda,City of San Leandro,J,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat881,139,  6/3/1997,1997,Alameda,City of Union City,K,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat882,162,  3/4/1997,1997,Alameda,Piedmont Unified School District,C,Special,School District,1,1,,,,1,5,5,5,,,,,,,,1997-Alameda-PiedmontUSD-C-All,1,1,1,1,,1,1997-Alameda-PiedmontUSD-C
Heat883,163,  3/4/1997,1997,Alameda,Piedmont Unified School District,D,Special,School District,1,1,,,,1,5,5,5,,,,,,,,1997-Alameda-PiedmontUSD-D-All,1,1,1,1,,1,1997-Alameda-PiedmontUSD-D
Heat884,2181, 11/4/1997,1997,Contra Costa,City of Antioch,D,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat885,2187, 11/4/1997,1997,Contra Costa,City of Clayton CFD 1997-1,E,General,City,3,3,,,,,,,,,,,,,,,,,,,,,1,
Heat886,245, 11/4/1997,1997,Contra Costa,City of Pinole,F,General,City,1,1,,,,1,1,1,1,,,,,,,RebutAgainst in G measure files,,,,,,,1,
Heat887,246, 11/4/1997,1997,Contra Costa,City of Pinole,G,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat888,253, 4/22/1997,1997,Contra Costa,City of Pittsburg,A,Special,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat889,2200, 11/4/1997,1997,Contra Costa,City of Richmond,H,General,City,1,1,,,,1,1,,,,,,,,,,,,,,,,1,
Heat890,2234, 11/4/1997,1997,Contra Costa,Knightsen School District,C,General,School District,1,1,,,,1,5,5,5,,,,1,,"Deleted second copy; ""SD"" from ""USD""",,1997-ContraCosta-KnightsenSD-C-SampleBallot,,,1,,,3,1997-ContraCosta-KnightsenSD-C
Heat891,2266, 7/15/1997,1997,El Dorado,El Dorado County,N,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat892,2267, 7/15/1997,1997,El Dorado,El Dorado County,S,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat893,350, 11/4/1997,1997,Fresno,City of Orange Cove,H,General,City,3,1,,,,1,1,1,5,,,,,,,,,,,,,,1,
Heat894,394, 11/4/1997,1997,Humboldt,City of Eureka,X,General,City,3,1,,,,5,5,5,5,,,,,,,,,,,,,,1,
Heat895,395, 11/4/1997,1997,Humboldt,City of Ferndale,V,General,City,3,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat896,409, 11/4/1997,1997,Humboldt,Southern Humboldt Joint Unified School District,R,General,School District,1,1,,,,1,5,5,5,,,,,,,BallotQ in Res/Policy,1997-Humboldt-SouthernHumboldtJointUSD-R-All,1,1,1,1,,1,1997-Humboldt-SouthernHumboldtJointUSD-R
Heat897,2360, 8/12/1997,1997,Imperial,Imperial County,J,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat898,2390, 11/4/1997,1997,Kings,City of Lemoore,S,General,City,1,3,,,,,,,,,,,,,,BallotQ in Ord (p.1),,,,,,,1,
Heat899,486,  3/4/1997,1997,Lake,City of Lakeport,D,Special,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat901,503, 11/4/1997,1997,Los Angeles,City of Agoura Hills,E,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat900,502, 11/4/1997,1997,Los Angeles,City of Agoura Hills,D,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat905,520, 11/4/1997,1997,Los Angeles,City of Azusa,I,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat906,521, 11/4/1997,1997,Los Angeles,City of Azusa,J,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat903,518, 11/4/1997,1997,Los Angeles,City of Azusa,G,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat904,519, 11/4/1997,1997,Los Angeles,City of Azusa,H,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat902,517, 11/4/1997,1997,Los Angeles,City of Azusa,F,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat907,2430,  4/8/1997,1997,Los Angeles,City of Burbank,A97,Special,City,1,1,,,,1,1,,,,,,,,,,,,,,,,3,
Heat908,2439,  3/4/1997,1997,Los Angeles,City of Hawaiian Gardens,A,Special,City,3,3,,,,,,,,,,,,,,,,,,,,,1,
Heat910,559, 11/4/1997,1997,Los Angeles,City of Hawthorne,B,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat909,2441, 11/4/1997,1997,Los Angeles,City of Hawthorne,A,General,City,1,1,,,,1,1,,,,,,,,,,,,,,,,3,
Heat914,2444,  4/1/1997,1997,Los Angeles,City of Inglewood,97-D,Special,City,1,3,,,,,,,,,,,,,,,,,,,,,1,
Heat912,572,  4/1/1997,1997,Los Angeles,City of Inglewood,97-B,Special,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat913,573,  4/1/1997,1997,Los Angeles,City of Inglewood,97-C,Special,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat911,2443,  4/1/1997,1997,Los Angeles,City of Inglewood,97-A,Special,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat915,579,  6/3/1997,1997,Los Angeles,City of Irwindale,A,Primary,City,3,1,,,,,,,,,,,,,,,,,,,,,1,
Heat916,2448, 11/4/1997,1997,Los Angeles,City of Lynwood,U,General,City,1,3,,,,1,1,5,1,,,,,,,,,,,,,,3,
Heat917,623,  3/4/1997,1997,Los Angeles,City of Pasadena,2,Special,City,3,3,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat918,648, 11/4/1997,1997,Los Angeles,City of San Dimas,Z,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat919,,  3/4/1997,1997,Los Angeles,City of San Dimas,,,,,,,,,,,,,,,,,,,No FDP_ID; no Measure #,,,,,,,,
Heat920,2460, 11/4/1997,1997,Los Angeles,Eastside Union School District,S,General,School District,1,1,,,,1,5,5,5,,1,,1,,"""USD"" to ""UnionSchoolDistrict""","Wasn't marked but not a tax measure, a bond measure",1997-LosAngeles-EastsideUnionSD-S-SampleBallot,,,1,1,,,1997-LosAngeles-EastsideUnionSD-S
Heat921,693,  6/3/1997,1997,Los Angeles,Los Angeles Consolidated Fire Protection District,E,Primary,Special District,1,3,,,,,,,,,,,,,,BallotQ in Ord (p.10),,,,,,,1,
Heat922,694,  6/3/1997,1997,Los Angeles,Los Angeles County,L,Primary,County,1,1,,,,1,1,1,1,,,,,,,BallotQ in Ord (p.13),,,,,,,1,
Heat923,747, 11/4/1997,1997,Marin,City of Mill Valley,B,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat924,2493, 11/4/1997,1997,Marin,City of Novato,F,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat925,2505,  6/3/1997,1997,Marin,Lagunitas School District,?,Primary,School District,1,1,,,,1,5,5,5,,,,1,,"All changed ""USD"" to ""SD""; ""OrdText"" to ""Res""",,1997-Marin-LagunitasSD-C-All; 1997-Marin-LagunitasSD-C-Res,1,1,1,1,,1,1997-Marin-LagunitasSD-C-All
Heat926,2504,  3/4/1997,1997,Marin,Lagunitas School District,C,Special,School District,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat927,2543,  3/4/1997,1997,Marin,Novato Unified School District,A,Special,School District,,,,,,,,,,,,,,,,Same Measure as Heat928?,,,,,,,,
Heat928,2544,  3/4/1997,1997,Marin,Novato Unified School District,A,Special ,School District,1,,,,,,,,,,,,1,1,"""OrdText"" to ""Res""; I'm pretty sure March election only was held so changed election date",Was BallotQ file but for March election not June....,1997-Marin-NovatoUSD-A-Mar-Res; 1997-Marin-NovatoUSD-A-Mar-BallotQ,1,1,,,,1,1997-Marin-NovatoUSD-A-Mar
Heat929,837, 11/4/1997,1997,Marin,Ross Valley School District,A,General,School District,1,3,,,,,,,,,,,1,,"Deleted ""OrdText"" and one ""Res""; ""RVSD"" to ""RossValleySD""","Files a mess; ""All"" file is actually 2005 measure, 3 copies of correct Res, kept best; BallotQ in Res",1997-Marin-RossValleySD-A-Res,1,1,,,,1,1997-Marin-RossValleySD-A
Heat930,852,  3/4/1997,1997,Marin,Tamalpais Union High School District,B,Special,School District,1,3,,,,,,,,,,,1,,"""USD-B-OrdText"" to ""UnionSD-B-Res""",BallotQ in Res,1997-Marin-TamalpaisUnionHSD-B-Res,1,1,,,,1,1997-Marin-TamalpaisUnionHSD-B
Heat931,2561, 11/4/1997,1997,Marin,Town of Corte Madera,C,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat932,2563, 11/4/1997,1997,Marin,Town of Fairfax,D,General,City,1,3,,,,,,,,,,,,,,BallotQ in Res (p.3),,,,,,,3,
Heat933,2564, 11/4/1997,1997,Marin,Town of Fairfax,E,General,City,3,3,,,,,,,,,,,,,,,,,,,,,1,
Heat934,2604,  3/4/1997,1997,Mendocino,Mendocino County,G,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat935,907, 11/4/1997,1997,Monterey,City of Carmel by the Sea,B,General,City,3,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat936,2684,  6/3/1997,1997,Monterey,North Monterey County Unified School District,A,Primary,School District,1,1,,,,1,5,5,5,,,,1,,"""Co"" to ""County""",,1997-Monterey-NorthMontereyCountyUSD-A-SampleBallot,,,1,1,,,1997-Monterey-NorthMontereyCountyUSD-A
Heat937,959,  6/3/1997,1997,Nevada,City of Grass Valley,A,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat938,980,  3/4/1997,1997,Nevada,Tahoe-Truckee Unified School District,S,Special,School District,1,1,,,,1,5,5,5,,,,,,,,1997-Nevada-TahoeTruckeeUSD-S-All,1,1,1,1,,1,1997-Nevada-TahoeTruckeeUSD-S-All
Heat939,1022,  6/3/1997,1997,Orange,City of San Clemente,A,Primary,City,1,1,,,,1,1,,,,,,,,,,,,,,,,1,
Heat940,1025,  6/3/1997,1997,Orange,City of Stanton,B,Primary,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat941,1090,  3/4/1997,1997,Placer,Tahoe-Truckee Unified School District,S,Special,School District,1,1,,,,1,5,5,5,,,,,,,"Same exact lang as Nevada Tahoe-Truckee, had to be approved in multp. counties",1997-Placer-TahoeTruckeeUSD-S-All,1,1,1,1,,1,1997-Placer-TahoeTruckeeUSD-S
Heat945,1130, 11/4/1997,1997,Riverside,City of Lake Elsinore,TT,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat943,1128, 11/4/1997,1997,Riverside,City of Lake Elsinore,RR,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat944,1129, 11/4/1997,1997,Riverside,City of Lake Elsinore,SS,General,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat942,2766, 11/4/1997,1997,Riverside,City of Lake Elsinore,QQ,General,City,1,3,,,,,,,,,,,,,,,,,,,,,3,
Heat947,1146, 11/4/1997,1997,Riverside,City of Murrieta,XX,General,City,1,3,,,,,,,,,,,,,,,,,,,,,1,
Heat946,1145, 11/4/1997,1997,Riverside,City of Murrieta,WW,General,City,1,3,,,,,,,,,,,,,,,,,,,,,1,
Heat948,2769, 11/4/1997,1997,Riverside,City of Palm Springs,HH,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,3,
Heat949,1164, 11/4/1997,1997,Riverside,City of San Jacinto,MM,General,City,1,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat950,,  3/5/1997,1997,Riverside,City of Temecula,?,,,,,,,,,,,,,,1,,,,,,,,,,,,
Heat951,1245, 11/4/1997,1997,San Bernardino,City of Colton,S,General,City,1,1,,,,5,5,5,5,,,,,,,,,,,,,,1,
Heat952,1322,  6/3/1997,1997,San Diego,City of Poway,A,Primary,City,1,1,,,,1,5,5,5,,,,,,,,,,,,,,1,
Heat953,2873, 11/4/1997,1997,San Diego,Ramona Municipal Water District,E,General,Special District,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat954,2863, 11/4/1997,1997,San Diego,San Diego Rural Fire Protection District,F,General,Special District,1,1,,,,1,1,1,5,,,,,,,,,,,,,,3,
Heat955,2864, 11/4/1997,1997,San Diego,San Diego Rural Fire Protection District,G,General,Special District,1,1,,,,1,5,5,5,,,,,,,,,,,,,,3,
Heat956,2866,  6/3/1997,1997,San Diego,San Dieguito Emergency Medical Services District,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat957,2867, 1/28/1997,1997,San Diego,San Dieguito Union High School District,C,,,,,,,,,,,,,,1,,,,Not on OneDrive,,,,,,,,
Heat958,2874,  3/4/1997,1997,San Diego,San Ysidro School District,C,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat959,2871,  3/4/1997,1997,San Diego,Sweetwater Union High School District,A,,,,,,,,,,,,,1,,,,,,,,,,,,,
Heat960,1471,  6/3/1997,1997,San Luis Obispo,City of Pismo Beach,F-97,Primary,City,3,1,,,,1,1,1,1,,,,,,,,,,,,,,1,
Heat961,1495,  3/4/1997,1997,San Mateo,Burlingame Elementary School District,A,Special,School District,1,1,,,,1,5,5,5,,,,1,,"Res from ""SD"" to ""ESD"" sample ballot materials call it ""Elementary School District""",,1997-SanMateo-BurlingameESD-A-SampleBallot; 1997-SanMateo-BurlingameESD-A-Res,1,1,1,1,,1,1997-SanMateo-BurlingameESD-A
